Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
LRIG2		10	10	515	1.9%	No
MMAB		1	1	515	0.2%	No
CHST1		4	4	515	0.8%	No
TRHR		5	5	515	1.0%	No
CBX4		3	2	515	0.4%	No
TRIO		20	18	515	3.5%	No
CPZ		5	5	515	1.0%	No
MAGI2		18	17	515	3.3%	No
CCT3		2	2	515	0.4%	No
COPS3		2	2	515	0.4%	No
ALDOC		2	2	515	0.4%	No
AKR1B1		1	1	515	0.2%	No
ALK		15	15	515	2.9%	Yes
ALOX12		3	3	515	0.6%	No
DGKD		7	7	515	1.4%	No
PPP1R26		9	9	515	1.7%	No
DDO		2	2	515	0.4%	No
CEP170		15	14	515	2.7%	No
DGKZ		6	5	515	1.0%	No
KIAA0319		8	7	515	1.4%	No
DGKE		4	4	515	0.8%	No
CEP350		21	19	515	3.7%	No
CYP4F2		6	5	515	1.0%	No
PPFIA3		12	11	515	2.1%	No
APOL1		4	4	515	0.8%	No
FCHSD2		5	5	515	1.0%	No
AREL1		6	6	515	1.2%	No
AGPS		5	5	515	1.0%	No
SEC24D		4	4	515	0.8%	No
CGGBP1		1	1	515	0.2%	No
AP3B1		6	6	515	1.2%	No
ZC3H11A		3	3	515	0.6%	No
LMO4		2	2	515	0.4%	No
TLK1		6	6	515	1.2%	No
PIR		1	1	515	0.2%	No
ALOX5		5	5	515	1.0%	No
ALOX12B		4	4	515	0.8%	Yes
ALOX15B		7	7	515	1.4%	No
ALPI		4	4	515	0.8%	No
ALPL		6	6	515	1.2%	No
BARX2		1	1	515	0.2%	No
SETDB1		9	9	515	1.7%	Yes
TRIP6		1	1	515	0.2%	No
API5		3	3	515	0.6%	No
CAMK1		1	1	515	0.2%	No
PJA2		4	4	515	0.8%	No
BCAS1		7	7	515	1.4%	No
TOMM70		2	2	515	0.4%	No
TRPC1		10	10	515	1.9%	No
POM121		5	5	515	1.0%	No
BHLHE40		2	2	515	0.4%	No
LRRC37A		4	4	515	0.8%	No
TRPC3		8	8	515	1.6%	No
MAPKAPK5		2	2	515	0.4%	No
TRANK1		11	11	515	2.1%	No
TBC1D4		10	10	515	1.9%	No
TRPC5		13	13	515	2.5%	No
CDC14A		3	3	515	0.6%	No
SMG7		10	10	515	1.9%	No
TRPC4		11	11	515	2.1%	No
TRPM2		11	10	515	1.9%	No
PIAS1		2	2	515	0.4%	No
OSBPL2		4	4	515	0.8%	No
TRPC6		8	7	515	1.4%	No
CDC14B		3	3	515	0.6%	No
RHOBTB1		9	9	515	1.7%	No
ALPP		6	5	515	1.0%	No
ZBTB39		6	6	515	1.2%	No
ALPG		9	9	515	1.7%	No
SMCO1		1	1	515	0.2%	No
ALX3		2	2	515	0.4%	No
AMBN		1	1	515	0.2%	No
AMBP		2	2	515	0.4%	No
LGR5		4	4	515	0.8%	No
TRO		7	7	515	1.4%	No
FCN3		1	1	515	0.2%	No
TOX4		5	5	515	1.0%	No
BLZF1		4	4	515	0.8%	No
DDX46		7	7	515	1.4%	No
THOC5		2	2	515	0.4%	No
TELO2		2	2	515	0.4%	No
KMO		1	1	515	0.2%	No
TECPR2		4	4	515	0.8%	No
SNAP91		6	6	515	1.2%	No
MADD		10	10	515	1.9%	No
UBAP2L		9	9	515	1.7%	No
RRP1		2	2	515	0.4%	No
SV2B		3	3	515	0.6%	No
YARS1		5	5	515	1.0%	No
FIG4		5	5	515	1.0%	No
PDXK		1	1	515	0.2%	No
WASHC5		8	8	515	1.6%	No
EPHX4		1	1	515	0.2%	No
PLPPR4		14	14	515	2.7%	No
DEGS1		1	1	515	0.2%	No
NUAK1		1	1	515	0.2%	No
AMD1		4	3	515	0.6%	No
AMELX		1	1	515	0.2%	No
AMFR		3	3	515	0.6%	No
AMH		1	1	515	0.2%	No
AMHR2		1	1	515	0.2%	No
PRR14L		2	2	515	0.4%	No
PRSS42P		1	1	515	0.2%	No
TRPS1		11	10	515	1.9%	No
CDK10		1	1	515	0.2%	No
ZBED4		5	5	515	1.0%	No
PRPF18		1	1	515	0.2%	No
AKR7A2		1	1	515	0.2%	No
CASK		4	4	515	0.8%	No
SCARF1		3	3	515	0.6%	No
TSC1		2	2	515	0.4%	Yes
STK16		4	4	515	0.8%	No
TSN		2	2	515	0.4%	No
TMEFF1		2	2	515	0.4%	No
AMPD1		7	6	515	1.2%	No
KHSRP		5	4	515	0.8%	No
AMPD3		1	1	515	0.2%	No
AMPH		17	14	515	2.7%	No
BIN1		4	4	515	0.8%	No
AMT		2	2	515	0.4%	No
AMY1A		1	1	515	0.2%	No
AMY1C		2	2	515	0.4%	No
AMY2A		6	6	515	1.2%	No
MKNK1		2	2	515	0.4%	Yes
TSHR		4	3	515	0.6%	Yes
TSHB		2	2	515	0.4%	No
TSPYL1		1	1	515	0.2%	No
TSPY1		1	1	515	0.2%	No
AMY2B		9	9	515	1.7%	No
ANGPT1		1	1	515	0.2%	No
TSG101		1	1	515	0.2%	No
ANGPT2		3	3	515	0.6%	No
ANK1		7	7	515	1.4%	No
ANK2		35	32	515	6.2%	No
ANK3		29	20	515	3.9%	No
TSC2		6	6	515	1.2%	Yes
NTAN1		2	2	515	0.4%	No
GFUS		2	2	515	0.4%	No
TST		1	1	515	0.2%	No
TTC1		4	4	515	0.8%	No
TTC4		1	1	515	0.2%	No
TTC3		11	11	515	2.1%	No
ANPEP		1	1	515	0.2%	No
SLC25A6		3	3	515	0.6%	No
EIPR1		1	1	515	0.2%	No
PHLDA2		3	3	515	0.6%	No
OR6A2		6	6	515	1.2%	No
TUB		3	3	515	0.6%	No
TTPA		3	3	515	0.6%	No
TUBA4A		1	1	515	0.2%	No
TUBA3C		10	10	515	1.9%	No
TTF1		6	6	515	1.2%	No
TTN		389	216	515	41.9%	No
TTK		3	3	515	0.6%	No
TUFT1		3	3	515	0.6%	No
TULP2		3	3	515	0.6%	No
TULP1		3	3	515	0.6%	No
L3MBTL4		5	5	515	1.0%	No
TULP3		1	1	515	0.2%	No
UBLCP1		1	1	515	0.2%	No
SLC25A46		2	2	515	0.4%	No
TUBB2A		1	1	515	0.2%	No
GJB7		1	1	515	0.2%	No
TUFM		3	3	515	0.6%	No
TUBG1		4	4	515	0.8%	No
C14ORF28		1	1	515	0.2%	No
TYK2		9	8	515	1.6%	Yes
TXNRD1		5	5	515	1.0%	No
TYR		7	6	515	1.2%	No
TYMS		2	2	515	0.4%	No
ACOT12		4	4	515	0.8%	No
TWIST1		1	1	515	0.2%	No
CHURC1-FNTB		2	2	515	0.4%	No
HIRA		8	8	515	1.6%	Yes
TNFRSF4		2	2	515	0.4%	No
TNFSF4		2	2	515	0.4%	No
ZNF682		7	7	515	1.4%	No
TXN		1	1	515	0.2%	No
TXK		6	6	515	1.2%	No
KRTAP26-1		2	2	515	0.4%	No
ZNF563		5	5	515	1.0%	No
IGFN1		4	4	515	0.8%	No
CBLL2		2	2	515	0.4%	No
LDHAL6B		6	5	515	1.0%	No
TIGD7		3	3	515	0.6%	No
SPC24		1	1	515	0.2%	No
IFI27L1		2	2	515	0.4%	No
SOWAHA		1	1	515	0.2%	No
TMEM67		5	5	515	1.0%	No
SHROOM1		2	2	515	0.4%	No
HSPE1-MOB4		2	2	515	0.4%	No
GPR153		1	1	515	0.2%	No
SCARF2		2	2	515	0.4%	No
LRIG3		8	8	515	1.6%	Yes
PEDS1-UBE2V1		2	2	515	0.4%	No
SDR9C7		2	2	515	0.4%	No
ACSM2A		10	10	515	1.9%	No
DNAAF1		4	4	515	0.8%	No
ZNF784		1	1	515	0.2%	No
DCUN1D3		2	2	515	0.4%	No
ZNF524		1	1	515	0.2%	No
VWC2		3	3	515	0.6%	No
SLC25A35		1	1	515	0.2%	No
NUP210L		8	8	515	1.6%	No
CCDC63		3	3	515	0.6%	No
GCNA		8	8	515	1.6%	No
MRPL9		3	3	515	0.6%	No
MYO18A		12	11	515	2.1%	Yes
MRPL1		2	2	515	0.4%	No
ANKDD1A		5	5	515	1.0%	No
NDRG4		1	1	515	0.2%	No
PPTC7		1	1	515	0.2%	No
SCYL2		5	5	515	1.0%	No
RUFY2		8	8	515	1.6%	No
USB1		2	2	515	0.4%	No
RHBDF2		4	4	515	0.8%	No
TMED6		4	4	515	0.8%	No
KANSL3		3	3	515	0.6%	No
HECTD3		2	2	515	0.4%	No
YEATS2		12	11	515	2.1%	No
BEND5		3	3	515	0.6%	No
TRMU		7	6	515	1.2%	No
ARHGAP10		4	4	515	0.8%	No
C10ORF99		1	1	515	0.2%	No
MREG		1	1	515	0.2%	No
RPAP3		2	2	515	0.4%	No
DYNC2H1		14	14	515	2.7%	No
TMEM179B		1	1	515	0.2%	No
FAM111B		2	2	515	0.4%	No
SHC4		6	6	515	1.2%	No
SLC26A6		3	3	515	0.6%	No
GALNT18		3	3	515	0.6%	No
SLC26A10		1	1	515	0.2%	No
TIFA		1	1	515	0.2%	No
PINK1		5	5	515	1.0%	No
AK7		3	3	515	0.6%	No
SH2D4B		2	2	515	0.4%	No
WNT4		3	3	515	0.6%	No
LUC7L		2	2	515	0.4%	No
CYTL1		1	1	515	0.2%	No
FRMD4A		7	4	515	0.8%	No
PACS1		9	9	515	1.7%	No
NSUN5		3	3	515	0.6%	No
HAO1		11	10	515	1.9%	No
CHMP6		1	1	515	0.2%	No
KDM4D		1	1	515	0.2%	No
ARSJ		3	3	515	0.6%	No
IARS2		2	2	515	0.4%	No
SRD5A3		1	1	515	0.2%	No
RADIL		8	8	515	1.6%	No
TMC4		9	9	515	1.7%	No
VAC14		3	3	515	0.6%	No
PANK3		2	2	515	0.4%	No
MAP7D3		3	3	515	0.6%	No
MCPH1		4	4	515	0.8%	No
TIMM50		2	2	515	0.4%	No
NUDCD2		1	1	515	0.2%	No
ACTR8		1	1	515	0.2%	No
ZNF321P		1	1	515	0.2%	No
MEX3D		6	5	515	1.0%	No
FAM102A		2	2	515	0.4%	No
TMED7-TICAM2		3	3	515	0.6%	No
TUT7		8	7	515	1.4%	No
FN3KRP		6	4	515	0.8%	No
NLRX1		8	8	515	1.6%	No
VEPH1		11	10	515	1.9%	No
ZNF329		4	4	515	0.8%	No
OGFOD2		2	2	515	0.4%	No
FASTKD1		3	3	515	0.6%	No
SMC6		1	1	515	0.2%	No
VTCN1		2	2	515	0.4%	Yes
PRUNE2		27	24	515	4.7%	No
HEATR4		5	4	515	0.8%	No
R3HDM4		1	1	515	0.2%	No
CCDC60		7	6	515	1.2%	No
TMEM259		1	1	515	0.2%	No
CERS3		4	4	515	0.8%	No
NEIL1		4	4	515	0.8%	No
PPP1R3B		3	3	515	0.6%	No
HSPBAP1		1	1	515	0.2%	No
DHX40		3	3	515	0.6%	No
ICE2		2	2	515	0.4%	No
C3ORF52		1	1	515	0.2%	No
PARP8		14	14	515	2.7%	No
CLYBL		1	1	515	0.2%	No
SHOC1		8	7	515	1.4%	No
MGME1		2	2	515	0.4%	No
KIAA1958		2	2	515	0.4%	No
GAL3ST4		7	7	515	1.4%	No
ZNF322		2	2	515	0.4%	No
QTRT2		4	4	515	0.8%	No
MANEA		3	3	515	0.6%	No
YRDC		2	2	515	0.4%	No
ZC2HC1C		2	2	515	0.4%	No
GALNT12		4	4	515	0.8%	No
HIPK4		4	4	515	0.8%	No
SDHAP1		1	1	515	0.2%	No
ZMAT4		2	2	515	0.4%	No
SENP5		8	8	515	1.6%	No
ZNF560		6	6	515	1.2%	No
ZYG11B		2	2	515	0.4%	No
TMEM190		1	1	515	0.2%	No
SLFN12L		1	1	515	0.2%	No
SLC5A8		6	6	515	1.2%	No
REEP1		2	2	515	0.4%	No
ACD		4	4	515	0.8%	No
GPBP1		3	3	515	0.6%	No
RAPH1		3	3	515	0.6%	No
FOXP2		4	3	515	0.6%	No
RTL10		2	2	515	0.4%	No
ZDHHC14		1	1	515	0.2%	No
CENPU		1	1	515	0.2%	No
SAP30L		1	1	515	0.2%	No
MSANTD2		2	2	515	0.4%	No
STEAP4		11	11	515	2.1%	No
CPA5		3	3	515	0.6%	No
CLEC6A		2	2	515	0.4%	No
ENPP6		4	4	515	0.8%	No
NBEAL1		11	11	515	2.1%	No
FAM114A1		1	1	515	0.2%	No
UBE3D		2	2	515	0.4%	No
TSTD2		1	1	515	0.2%	No
FNDC9		1	1	515	0.2%	No
DDX60L		12	11	515	2.1%	No
ZNF597		2	2	515	0.4%	No
IL34		1	1	515	0.2%	No
SYT8		3	3	515	0.6%	No
TMEM237		1	1	515	0.2%	No
ZNF782		3	3	515	0.6%	No
CDK15		5	5	515	1.0%	No
KIR3DX1		2	2	515	0.4%	No
DTD1		5	5	515	1.0%	No
RTN4R		2	2	515	0.4%	No
MIDN		3	3	515	0.6%	No
ANKRD13D		4	4	515	0.8%	No
ANKRD42		3	3	515	0.6%	No
DUS3L		6	6	515	1.2%	No
DDX60		10	9	515	1.7%	No
ITLN1		4	4	515	0.8%	No
KIF21A		17	13	515	2.5%	No
PMEPA1		2	2	515	0.4%	No
FAM24B		2	2	515	0.4%	No
CARMIL1		7	7	515	1.4%	No
ARNTL2		1	1	515	0.2%	No
CDKN2AIP		3	3	515	0.6%	No
ANKRD10		4	4	515	0.8%	No
CA10		6	6	515	1.2%	No
PPP1R9A		27	26	515	5.0%	No
MEIOB		1	1	515	0.2%	No
RABGAP1L		5	5	515	1.0%	No
DUSP22		3	3	515	0.6%	Yes
HMCES		4	3	515	0.6%	No
G3BP2		1	1	515	0.2%	No
DENND4B		10	10	515	1.9%	No
ENY2		2	2	515	0.4%	No
FERMT1		2	2	515	0.4%	No
OTUB1		1	1	515	0.2%	No
VPS50		10	10	515	1.9%	No
MRC2		4	4	515	0.8%	No
ASAP3		3	2	515	0.4%	No
SDR39U1		1	1	515	0.2%	No
FAM9A		2	2	515	0.4%	No
PRR5		3	3	515	0.6%	No
XAB2		8	8	515	1.6%	No
SV2A		5	5	515	1.0%	No
KIF16B		15	14	515	2.7%	No
SRGAP3		6	6	515	1.2%	No
MTMR8		16	15	515	2.9%	No
SLC35E2A		1	1	515	0.2%	No
OLFML3		2	2	515	0.4%	No
AP5Z1		7	7	515	1.4%	No
DOCK10		13	11	515	2.1%	No
MRPS22		3	3	515	0.6%	No
RBM19		4	4	515	0.8%	No
EMSY		8	7	515	1.4%	Yes
FAM9C		1	1	515	0.2%	No
SGSM2		3	3	515	0.6%	No
TASP1		3	3	515	0.6%	No
MFF		1	1	515	0.2%	No
FAM9B		3	3	515	0.6%	No
RNF10		4	3	515	0.6%	No
OR5F1		9	8	515	1.6%	No
OR5AP2		6	6	515	1.2%	No
C5ORF15		5	5	515	1.0%	No
PRTFDC1		1	1	515	0.2%	No
SEC16A		13	13	515	2.5%	No
NIT2		3	2	515	0.4%	No
TTC27		7	7	515	1.4%	No
TRMT1		7	7	515	1.4%	No
SMYD2		1	1	515	0.2%	No
SUPT7L		1	1	515	0.2%	No
SMPD4		7	6	515	1.2%	No
OR52B6		4	4	515	0.8%	No
ATP2C2		5	5	515	1.0%	No
AMBRA1		10	9	515	1.7%	No
TMCC2		7	7	515	1.4%	No
ARHGAP44		3	3	515	0.6%	No
POMGNT1		4	4	515	0.8%	No
FAM20B		2	2	515	0.4%	No
MEPE		6	6	515	1.2%	No
NCAPD2		9	9	515	1.7%	No
LHX9		6	6	515	1.2%	No
ARNT2		5	4	515	0.8%	No
OTUD7B		7	7	515	1.4%	No
ZNF407		12	11	515	2.1%	No
TNFSF11		1	1	515	0.2%	No
HELZ		16	13	515	2.5%	No
RGS20		4	4	515	0.8%	No
TMEM225		3	2	515	0.4%	No
OR8D4		6	6	515	1.2%	No
SLC39A4		5	5	515	1.0%	No
CENATAC		1	1	515	0.2%	No
RGMA		1	1	515	0.2%	No
WDR93		1	1	515	0.2%	No
PARP6		2	2	515	0.4%	No
ANXA1		2	2	515	0.4%	No
TBC1D22B		1	1	515	0.2%	No
G2E3		4	4	515	0.8%	No
LRRC40		6	6	515	1.2%	No
SHD		3	3	515	0.6%	No
PAN2		12	9	515	1.7%	No
SYBU		7	7	515	1.4%	No
ANXA3		2	2	515	0.4%	No
ZBTB5		2	2	515	0.4%	No
ANXA4		3	3	515	0.6%	No
IQSEC1		7	7	515	1.4%	No
CHD7		24	23	515	4.5%	No
ZBTB40		2	2	515	0.4%	No
DEPDC1		5	5	515	1.0%	No
ANXA6		5	5	515	1.0%	No
KIF14		10	10	515	1.9%	No
LPGAT1		2	2	515	0.4%	No
MFN2		4	4	515	0.8%	No
PLPP1		1	1	515	0.2%	No
XYLB		3	3	515	0.6%	No
OXSR1		3	3	515	0.6%	No
DLEC1		7	7	515	1.4%	No
EXOG		1	1	515	0.2%	No
ABHD17A		1	1	515	0.2%	No
B3GLCT		3	3	515	0.6%	No
CABLES2		2	2	515	0.4%	No
SEH1L		1	1	515	0.2%	No
NAT8L		1	1	515	0.2%	No
LRRC66		9	9	515	1.7%	No
FLVCR2		2	2	515	0.4%	No
KIF18A		9	9	515	1.7%	No
ANXA7		4	4	515	0.8%	No
ZNF93		4	4	515	0.8%	No
ANXA11		5	5	515	1.0%	No
HDHD3		1	1	515	0.2%	No
ANXA13		1	1	515	0.2%	No
NAA16		4	4	515	0.8%	No
AOAH		5	5	515	1.0%	No
ATXN7L3		3	3	515	0.6%	No
ACSS3		16	15	515	2.9%	No
AOC2		5	5	515	1.0%	No
BTBD2		3	3	515	0.6%	No
CEACAM19		1	1	515	0.2%	No
TANGO6		10	10	515	1.9%	No
SPANXN5		1	1	515	0.2%	No
AOX1		12	11	515	2.1%	No
SLC25A12		4	4	515	0.8%	No
MAFB		4	4	515	0.8%	Yes
CCNJL		1	1	515	0.2%	No
APAF1		12	12	515	2.3%	No
PLA2G4C		9	9	515	1.7%	No
NUDT2		1	1	515	0.2%	No
NOP14		4	4	515	0.8%	No
RAB20		2	2	515	0.4%	No
HMBOX1		2	2	515	0.4%	No
FAM193A		8	8	515	1.6%	No
P2RY14		1	1	515	0.2%	No
LYAR		2	2	515	0.4%	No
RDH16		1	1	515	0.2%	No
RBM8A		1	1	515	0.2%	No
STOX2		4	4	515	0.8%	No
KLF7		3	3	515	0.6%	No
PRDM8		1	1	515	0.2%	No
DCLRE1A		5	5	515	1.0%	No
PRDM9		36	34	515	6.6%	No
RUVBL1		1	1	515	0.2%	No
ARHGAP25		4	4	515	0.8%	No
GOLGA5		3	3	515	0.6%	Yes
PDE8B		11	11	515	2.1%	No
HS3ST3B1		1	1	515	0.2%	No
ASMTL		5	5	515	1.0%	Yes
NPFF		1	1	515	0.2%	No
HS3ST4		5	5	515	1.0%	No
CDK13		7	6	515	1.2%	No
LUZP2		3	3	515	0.6%	No
TRIML1		7	7	515	1.4%	No
APBA1		14	14	515	2.7%	No
NHP2		1	1	515	0.2%	No
ADPRM		1	1	515	0.2%	No
APBA2		7	6	515	1.2%	No
PIGV		2	2	515	0.4%	No
DTWD1		2	2	515	0.4%	No
APBB1		6	6	515	1.2%	No
BBX		7	7	515	1.4%	No
APBB2		3	2	515	0.4%	No
INTS8		3	3	515	0.6%	No
PRDM10		4	4	515	0.8%	No
APC		28	23	515	4.5%	Yes
NLRP2		15	13	515	2.5%	No
PRDM11		5	5	515	1.0%	No
TCTN1		6	6	515	1.2%	No
FBXO47		1	1	515	0.2%	No
APCS		2	2	515	0.4%	No
TMEM127		1	1	515	0.2%	Yes
CERS4		3	3	515	0.6%	No
AIRE		3	3	515	0.6%	No
POGLUT1		4	3	515	0.6%	No
ADIPOR2		3	3	515	0.6%	No
APEH		2	2	515	0.4%	No
USO1		3	3	515	0.6%	No
CRYZL1		4	4	515	0.8%	No
PGBD5		3	3	515	0.6%	Yes
APEX1		1	1	515	0.2%	No
MAGEC1		29	25	515	4.9%	No
GPR173		1	1	515	0.2%	No
ZNF416		3	3	515	0.6%	No
BIRC2		3	3	515	0.6%	No
PLPP3		1	1	515	0.2%	No
FAM118B		4	4	515	0.8%	No
STC2		2	2	515	0.4%	No
GFPT2		8	7	515	1.4%	No
ZNF692		1	1	515	0.2%	No
RIC3		8	6	515	1.2%	No
WDR1		3	3	515	0.6%	No
CADPS		6	6	515	1.2%	No
AMMECR1		1	1	515	0.2%	No
USP3		4	4	515	0.8%	No
HSD17B6		1	1	515	0.2%	No
MVP		5	5	515	1.0%	No
TYRO3		5	4	515	0.8%	Yes
UNC5C		20	18	515	3.5%	No
RTCA		2	2	515	0.4%	No
FGF19		3	3	515	0.6%	Yes
SKAP1		2	2	515	0.4%	No
SLC23A2		5	5	515	1.0%	No
DNAH17		22	19	515	3.7%	No
SLC23A1		4	4	515	0.8%	No
SNX31		1	1	515	0.2%	No
CCDC158		6	6	515	1.2%	No
BIRC3		2	2	515	0.4%	Yes
ZNF446		1	1	515	0.2%	No
TULP4		5	5	515	1.0%	No
BCL6B		4	4	515	0.8%	No
XIAP		3	3	515	0.6%	Yes
GNG2		1	1	515	0.2%	No
HIF1AN		3	3	515	0.6%	No
SLC12A9		7	7	515	1.4%	No
BIRC5		2	2	515	0.4%	No
DDX27		4	4	515	0.8%	No
COQ8A		6	6	515	1.2%	No
FAM184A		17	17	515	3.3%	No
APLP1		8	8	515	1.6%	No
PRPF40A		4	4	515	0.8%	No
EFL1		4	4	515	0.8%	No
APLP2		4	4	515	0.8%	No
DENND4C		6	5	515	1.0%	No
SCRN3		4	4	515	0.8%	No
NPLOC4		6	5	515	1.0%	No
KIF15		9	8	515	1.6%	No
FAT4		46	41	515	8.0%	Yes
URGCP		3	3	515	0.6%	No
APOA4		4	4	515	0.8%	No
CDC37L1		2	2	515	0.4%	No
CHPT1		3	3	515	0.6%	No
CCDC121		2	2	515	0.4%	No
APOB		47	43	515	8.3%	No
TP63		12	12	515	2.3%	Yes
APOBEC1		1	1	515	0.2%	No
USP15		9	8	515	1.6%	No
ARMC7		2	2	515	0.4%	No
PSMG1		1	1	515	0.2%	No
HS3ST3A1		2	2	515	0.4%	No
MFN1		10	9	515	1.7%	No
HS3ST2		2	2	515	0.4%	No
GPATCH2L		3	3	515	0.6%	No
ADAMTS9		18	16	515	3.1%	No
NR1H4		5	5	515	1.0%	No
PCDHGB4		13	13	515	2.5%	No
NUP153		6	5	515	1.0%	No
ZRSR2P1		1	1	515	0.2%	No
NR1D2		3	3	515	0.6%	No
UBA52		3	3	515	0.6%	No
KCNK5		9	9	515	1.7%	No
UBB		1	1	515	0.2%	No
DCHS1		16	16	515	3.1%	No
CCS		1	1	515	0.2%	No
PTCH2		10	9	515	1.7%	No
PEX26		1	1	515	0.2%	No
APOC1		1	1	515	0.2%	No
AQP8		2	2	515	0.4%	No
NBPF1		14	14	515	2.7%	No
PAOX		1	1	515	0.2%	No
PPP4R3A		3	3	515	0.6%	No
GALNT14		4	4	515	0.8%	No
NUDT8		1	1	515	0.2%	No
UNC93A		4	4	515	0.8%	No
IWS1		7	6	515	1.2%	No
SNRNP25		2	2	515	0.4%	No
APOD		1	1	515	0.2%	No
SOX18		1	1	515	0.2%	No
SLC30A6		4	4	515	0.8%	No
NDNF		9	8	515	1.6%	No
ARMT1		4	3	515	0.6%	No
MED12		17	15	515	2.9%	Yes
OGFRL1		3	3	515	0.6%	No
OASL		3	3	515	0.6%	No
MED13		12	12	515	2.3%	No
TNFAIP8L2		2	2	515	0.4%	No
U2AF1		2	2	515	0.4%	Yes
RNASET2		2	2	515	0.4%	No
TNFSF15		1	1	515	0.2%	No
OCEL1		4	4	515	0.8%	No
TYRP1		5	5	515	1.0%	No
THRAP3		4	4	515	0.8%	No
LIMS2		5	5	515	1.0%	No
SH3TC2		7	7	515	1.4%	No
AOC3		7	6	515	1.2%	No
VSTM4		6	5	515	1.0%	No
SOCS1		2	2	515	0.4%	Yes
DOP1B		11	11	515	2.1%	No
NUMB		3	3	515	0.6%	No
DYNLL1		2	2	515	0.4%	No
RCE1		3	3	515	0.6%	No
UBE2D2		1	1	515	0.2%	No
HNRNPDL		5	5	515	1.0%	No
DDX3Y		4	4	515	0.8%	No
THOC1		1	1	515	0.2%	No
PDE5A		8	8	515	1.6%	No
REC8		1	1	515	0.2%	No
APOH		2	2	515	0.4%	No
APP		7	7	515	1.4%	No
APRT		1	1	515	0.2%	No
KLK3		6	6	515	1.2%	No
FAS		5	4	515	0.8%	Yes
FASLG		3	3	515	0.6%	No
SHROOM2		5	5	515	1.0%	No
AQP1		1	1	515	0.2%	No
UBC		5	5	515	1.0%	No
NCOA1		6	6	515	1.2%	Yes
LAMTOR3		2	2	515	0.4%	No
UBA7		1	1	515	0.2%	No
CHRD		11	11	515	2.1%	No
UBA1		3	2	515	0.4%	No
ABCB11		9	8	515	1.6%	No
RBX1		3	3	515	0.6%	No
UBE2A		1	1	515	0.2%	No
EIF3B		4	4	515	0.8%	No
DGCR2		3	3	515	0.6%	No
UBE2L3		2	2	515	0.4%	No
IRS2		6	5	515	1.0%	Yes
PTBP3		1	1	515	0.2%	No
RGS7		18	15	515	2.9%	No
EIF3A		9	7	515	1.4%	No
KCNE2		1	1	515	0.2%	No
EIF3G		4	4	515	0.8%	No
SCO2		2	1	515	0.2%	No
RGS12		7	7	515	1.4%	No
EIF3H		1	1	515	0.2%	No
RHAG		3	3	515	0.6%	No
EIF3D		2	2	515	0.4%	No
RGS16		1	1	515	0.2%	No
SLC12A6		7	7	515	1.4%	No
AQP4		3	3	515	0.6%	No
AQP5		1	1	515	0.2%	No
AQP6		5	5	515	1.0%	No
AQP7		1	1	515	0.2%	No
AQP9		5	5	515	1.0%	No
AR		4	4	515	0.8%	Yes
ABCC6		5	5	515	1.0%	No
ARAF		3	3	515	0.6%	Yes
CHAC2		1	1	515	0.2%	No
DMTF1		5	5	515	1.0%	No
TNKS		8	8	515	1.6%	No
PPP4R1		8	8	515	1.6%	No
RHO		3	3	515	0.6%	No
UBTF		7	6	515	1.2%	No
SLC4A4		23	23	515	4.5%	No
GRK1		3	3	515	0.6%	No
EIF4G3		7	7	515	1.4%	No
RIT2		3	3	515	0.6%	No
BECN1		2	2	515	0.4%	No
UCHL3		1	1	515	0.2%	No
RING1		3	3	515	0.6%	No
STX11		8	8	515	1.6%	No
RICTOR		9	9	515	1.7%	Yes
ARCN1		3	3	515	0.6%	No
TRIM23		6	5	515	1.0%	No
ARF1		1	1	515	0.2%	No
ARF4		1	1	515	0.2%	No
ARL4D		1	1	515	0.2%	No
PYCARD-AS1		1	1	515	0.2%	No
B4GALNT4		3	3	515	0.6%	No
RHD		1	1	515	0.2%	No
RHCE		3	3	515	0.6%	No
UBE3A		6	6	515	1.2%	No
RHEB		1	1	515	0.2%	Yes
EIF3I		3	3	515	0.6%	No
EIF3J		1	1	515	0.2%	No
UCP3		6	6	515	1.2%	No
UCP2		2	2	515	0.4%	No
MARCO		3	3	515	0.6%	No
PEA15		1	1	515	0.2%	No
UFD1		2	2	515	0.4%	No
SCGB1A1		1	1	515	0.2%	No
KRT37		2	2	515	0.4%	No
SLC35A2		1	1	515	0.2%	No
KRT36		6	6	515	1.2%	No
UGDH		5	5	515	1.0%	No
KRT38		5	5	515	1.0%	No
ARF6		3	3	515	0.6%	No
ARG1		1	1	515	0.2%	No
UCP1		1	1	515	0.2%	No
ARG2		1	1	515	0.2%	No
RHOA		11	10	515	1.9%	Yes
RHOB		1	1	515	0.2%	No
RHOC		1	1	515	0.2%	No
RLF		12	12	515	2.3%	No
RLBP1		2	2	515	0.4%	No
UPK1B		1	1	515	0.2%	No
UGT2B4		12	12	515	2.3%	No
CASTOR3		1	1	515	0.2%	No
UGT2B10		11	10	515	1.9%	No
GALNT4		3	3	515	0.6%	No
UGT2B7		7	7	515	1.4%	No
DGAT1		1	1	515	0.2%	No
RNASE2		4	3	515	0.6%	No
UGT2B17		4	4	515	0.8%	No
UGT2B15		4	4	515	0.8%	No
RNASE4		2	2	515	0.4%	No
UMOD		5	5	515	1.0%	No
